
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
2590.3,um^2,Cell,1,ATM,0,
2605.58,um^2,Cell,1,ATM,1,
1528.18,um^2,Cell,1,TVC,4,
1700.5,um^2,Cell,1,TVC,5,
1022.57,um^2,Cell,1,TVC,6,
964.066,um^2,Cell,1,TVC,7,
