
Nucleus Distance from Position to Cell Membrane
 ==================== 
Nucleus Distance from Position to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
2.84832,um,Nucleus,1,TVC,4,100000004,
3.61324,um,Nucleus,1,TVC,6,100000006,
3.27528,um,Nucleus,1,TVC,8,100000008,
2.84795,um,Nucleus,1,TVC,9,100000009,
6.85222,um,Nucleus,1,ATM,10,100000010,
6.4131,um,Nucleus,1,ATM,11,100000011,
