
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
3.67172,um,Nucleus,1,TVC,0,100000000,
4.7168,um,Nucleus,1,TVC,4,100000004,
4.96515,um,Nucleus,1,ATM,6,100000006,
6.72175,um,Nucleus,1,ATM,7,100000007,
4.89181,um,Nucleus,1,ATM,8,100000008,
4.86058,um,Nucleus,1,ATM,12,100000012,
4.84067,um,Nucleus,1,ATM,13,100000013,
