
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
6475.68,um^2,Cell,1,ATM,2,
5877.02,um^2,Cell,1,ATM,5,
1592.06,um^2,Cell,1,TVC,6,
1814.28,um^2,Cell,1,TVC,7,
1375.17,um^2,Cell,1,TVC,9,
1379.97,um^2,Cell,1,TVC,10,
