
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
20.7305,70.9922,26.2824,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
36.6328,19.3047,25.8585,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
