
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.547793,-0.822862,0.151069,um,Cell,Cell Ellipsoid Axis C,1,ATM,1,
0.6186,-0.777553,0.112894,um,Cell,Cell Ellipsoid Axis C,1,ATM,2,
0.70694,-0.705533,0.0495992,um,Cell,Cell Ellipsoid Axis C,1,ATM,3,
-0.731213,-0.273165,-0.625067,um,Cell,Cell Ellipsoid Axis C,1,TVC,4,
-0.836201,-0.229526,-0.498083,um,Cell,Cell Ellipsoid Axis C,1,TVC,5,
