
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.523339,,Cell,1,ATM,1,
0.523473,,Cell,1,ATM,2,
0.357171,,Cell,1,ATM,3,
0.51499,,Cell,1,TVC,4,
0.53481,,Cell,1,TVC,5,
