
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
48971.7,66759.3,44.6404,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,4,
48948.4,66741.3,48.5205,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,5,
48959.5,66689.4,17.9061,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,0,
48961.1,66681.3,24.3312,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
48958.6,66698.9,22.866,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
48958,66690,29.1533,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
