
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
2.74527,um,Nucleus,1,TVC,0,100000000,
3.52025,um,Nucleus,1,TVC,1,100000001,
2.94771,um,Nucleus,1,TVC,2,100000002,
3.13421,um,Nucleus,1,TVC,3,100000003,
5.30521,um,Nucleus,1,ATM,4,100000004,
4.44363,um,Nucleus,1,ATM,5,100000005,
