
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.843729,-0.536193,0.0248882,um,Cell,Cell Ellipsoid Axis C,1,ATM,4,
0.640275,-0.755836,0.136967,um,Cell,Cell Ellipsoid Axis C,1,ATM,5,
0.943528,-0.314976,0.102692,um,Cell,Cell Ellipsoid Axis C,1,TVC,0,
0.780922,-0.623928,0.0295705,um,Cell,Cell Ellipsoid Axis C,1,TVC,1,
0.16869,0.976178,0.136455,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
-0.652733,-0.722383,0.228261,um,Cell,Cell Ellipsoid Axis C,1,TVC,3,
