
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
44540.8,96249.9,2.69862,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
44577.1,96308.5,-15.2606,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
