
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
3922.86,um^2,Cell,1,ATM,2,
4198.57,um^2,Cell,1,ATM,3,
2463.38,um^2,Cell,1,TVC,5,
1858.73,um^2,Cell,1,TVC,9,
2331.05,um^2,Cell,1,TVC,10,
1567.98,um^2,Cell,1,TVC,11,
