
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.83638,um,Surface,1,ATMgroup,0,
6.8969,um,Surface,1,TVCgroup,1,
