
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.264346,-0.963399,-0.0445275,um,Surface,Ellipsoid Axis C,1,ATMgroup,4,
0.996943,0.0110842,0.0773399,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
