
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
20.619,um,Surface,1,TVCgroup,0,
25.5607,um,Surface,1,ATMgroup,4,
