
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
0.847828,um,Cell,Image 1,1,ATM,1,
1.69565,um,Cell,Image 1,1,ATM,2,
4.66304,um,Cell,Image 1,1,TVC,3,
5.93477,um,Cell,Image 1,1,TVC,4,
