
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
8.90204,um,Cell,Image 1,1,TVC,4,
9.74986,um,Cell,Image 1,1,TVC,5,
9.74986,um,Cell,Image 1,1,TVC,6,
11.8694,um,Cell,Image 1,1,TVC,7,
16.5324,um,Cell,Image 1,1,ATM,9,
10.1738,um,Cell,Image 1,1,ATM,12,
