
Nucleus Distance from Origin
 ==================== 
Nucleus Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
82589.4,um,Nucleus,Nucleus Distance from Origin,1,ATM,6,100000005,
82624.7,um,Nucleus,Nucleus Distance from Origin,1,ATM,7,100000006,
82630.9,um,Nucleus,Nucleus Distance from Origin,1,TVC,2,100000001,
82617.3,um,Nucleus,Nucleus Distance from Origin,1,TVC,3,100000002,
82630.1,um,Nucleus,Nucleus Distance from Origin,1,TVC,4,100000003,
82618.2,um,Nucleus,Nucleus Distance from Origin,1,TVC,5,100000004,
