
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
3.73438,-0.570313,-2.71321,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,0,100000000,
-1.375,-2.96875,-2.20621,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,1,100000001,
-0.699219,0.0117188,1.03522,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,4,100000004,
-0.578125,-1.14063,0.0635757,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,5,100000005,
-0.382813,-0.214844,0.333244,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,6,100000006,
-0.046875,-2.05469,-0.687447,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,8,100000008,
