
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
35.8537,um,Surface,1,ATMgroup,0,
16.4508,um,Surface,1,TVCgroup,1,
