
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
13.1856,um,Surface,1,ATMgroup,0,
13.9812,um,Surface,1,TVCgroup,3,
