
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
50070.6,66813.9,40.4044,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,8,
50046.3,66830.1,39.8286,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,9,
50102,66757.1,6.7787,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
50104.8,66769.2,6.76335,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
50099.6,66779,8.36103,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,4,
50094.6,66771.8,12.4084,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
