
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
7.04616,um,Cell,1,TVC,0,
5.73565,um,Cell,1,TVC,2,
8.22285,um,Cell,1,TVC,3,
6.65232,um,Cell,1,TVC,4,
8.7093,um,Cell,1,ATM,7,
10.2799,um,Cell,1,ATM,8,
