
Cell Distance to Image Border XY Img=1
 ==================== 
Cell Distance to Image Border XY,Unit,Category,Image,Time,Default Labels,ID,
25.0234,um,Cell,Image 1,1,TVC,0,
21.043,um,Cell,Image 1,1,TVC,2,
34.4102,um,Cell,Image 1,1,TVC,3,
27.0156,um,Cell,Image 1,1,TVC,4,
8.24609,um,Cell,Image 1,1,ATM,7,
29.8594,um,Cell,Image 1,1,ATM,8,
