
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
49662.8,78613.7,3.42776,um,Surface,Position,1,ATMgroup,4,
49687.9,78646.5,-3.28033,um,Surface,Position,1,TVCgroup,0,
