
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
91.1602,19.875,38.1518,um,Surface,BoundingBoxAA Length,1,ATMgroup,5,
36.918,53.6719,37.3039,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
