
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
33217.3,53392.7,64.7843,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,5,
33268.8,53440.2,50.4679,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
