
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35488.3,55364.1,56.7064,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
35440.5,55413.4,24.1647,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
