
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
2.97303,um,Nucleus,1,TVC,0,100000000,
3.4057,um,Nucleus,1,TVC,1,100000001,
3.19485,um,Nucleus,1,TVC,2,100000002,
4.42972,um,Nucleus,1,TVC,3,100000003,
4.73696,um,Nucleus,1,TVC,4,100000004,
