
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
49.5066,um,Surface,1,ATMgroup,0,
17.2747,um,Surface,1,TVCgroup,2,
