
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
45664.2,57957.4,90.0973,um,Surface,2,Center of Image Mass,Image 1,1,ATM,0,
45666.3,57925.2,62.4657,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,1,
