
Nucleus BoundingBoxAA Length
 ==================== 
Nucleus BoundingBoxAA Length X,Nucleus BoundingBoxAA Length Y,Nucleus BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
10.5078,12.2031,13.1263,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,3,100000003,
7.66797,10.7891,11.4326,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,6,100000006,
6.81641,6.24219,8.46857,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,7,100000007,
7.09766,5.39062,8.46857,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,8,100000008,
7.66797,7.09375,8.04515,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,9,100000009,
5.67969,6.24219,6.77486,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,11,100000011,
