
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
32760.4,90233.9,-80.1471,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,3,
32819.5,90286.1,-106.953,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
