
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
8.14395,um,Cell,1,TVC,0,
5.54734,um,Cell,1,TVC,1,
8.90638,um,Cell,1,TVC,2,
7.73474,um,Cell,1,TVC,3,
8.05632,um,Cell,1,TVC,4,
7.19325,um,Cell,1,TVC,5,
7.63671,um,Cell,1,TVC,6,
8.56161,um,Cell,1,ATM,7,
