
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
5.49445,um,Cell,1,TVC,0,
7.32144,um,Cell,1,TVC,1,
8.14792,um,Cell,1,TVC,2,
6.43449,um,Cell,1,TVC,3,
7.79745,um,Cell,1,ATM,4,
6.17151,um,Cell,1,ATM,5,
10.2131,um,Cell,1,ATM,6,
