
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
4316.1,um^2,Cell,1,ATM,0,
4771.75,um^2,Cell,1,ATM,1,
1056.02,um^2,Cell,1,TVC,2,
1696.14,um^2,Cell,1,TVC,3,
2167.78,um^2,Cell,1,TVC,4,
1299.57,um^2,Cell,1,TVC,5,
