
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.31386,um,Nucleus,1,TVC,0,100000000,
3.48152,um,Nucleus,1,TVC,1,100000001,
4.72434,um,Nucleus,1,ATM,2,100000002,
5.70727,um,Nucleus,1,ATM,3,100000003,
