
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35717.5,62870.8,124.447,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
35694,62809,147.257,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
