
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
3812.82,um^3,Cell,1,ATM,0,
1267.72,um^3,Cell,1,TVC,1,
2116.96,um^3,Cell,1,TVC,2,
1824.14,um^3,Cell,1,TVC,3,
918.852,um^3,Cell,1,TVC,4,
1121.3,um^3,Cell,1,TVC,5,
1202.04,um^3,Cell,1,TVC,6,
