
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
34575,46886.8,63.1011,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
34647.1,46834.9,89.6805,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
