
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
15.2227,27.0195,81.1582,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
18.2256,28.3828,33.1992,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
