
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
45957.8,40482.5,72.5274,um,Nucleus,Nucleus Position,1,ATM,4,100000004,
45974.1,40461.3,74.2021,um,Nucleus,Nucleus Position,1,ATM,5,100000005,
46025.5,40440.8,49.7929,um,Nucleus,Nucleus Position,1,TVC,0,100000000,
46032.3,40432,50.0396,um,Nucleus,Nucleus Position,1,TVC,1,100000001,
46013.7,40435.3,51.0212,um,Nucleus,Nucleus Position,1,TVC,2,100000002,
46020.6,40426.5,51.3045,um,Nucleus,Nucleus Position,1,TVC,3,100000003,
