
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
34149,101829,-152.541,um,Surface,Position,1,ATM,0,
34149.4,101784,-124.669,um,Surface,Position,1,TVCgroup,1,
