
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
998.961,um^2,Cell,1,TVC,0,
2027.67,um^2,Cell,1,TVC,1,
1182.45,um^2,Cell,1,TVC,2,
2019.17,um^2,Cell,1,TVC,3,
2412.53,um^2,Cell,1,ATM,4,
3378.76,um^2,Cell,1,ATM,5,
3788.53,um^2,Cell,1,ATM,6,
