
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.337645,,Cell,1,ATM,0,
0.399722,,Cell,1,ATM,1,
0.233522,,Cell,1,TVC,2,
0.246045,,Cell,1,TVC,3,
0.23855,,Cell,1,TVC,4,
0.386551,,Cell,1,TVC,5,
