
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.9014,um,Surface,1,TVCgroup,0,
6.976,um,Surface,1,ATMgroup,2,
