
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
40807.1,66794.8,90.3503,um,Surface,Center of Homogeneous Mass,1,ATM,6,
40802.8,66860,108.531,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
