
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.540573,-0.747786,-0.385483,um,Surface,Ellipsoid Axis C,1,ATM,2,
0.995678,0.0495251,0.0785623,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
