
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
1.72954,um,Nucleus,1,TVC,5,100000004,
2.03426,um,Nucleus,1,TVC,8,100000007,
1.64263,um,Nucleus,1,TVC,9,100000008,
2.14089,um,Nucleus,1,TVC,11,100000010,
2.39927,um,Nucleus,1,ATM,14,100000013,
2.6371,um,Nucleus,1,ATM,15,100000014,
