
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.0884734,,Cell,1,TVC,1,
0.0825575,,Cell,1,TVC,2,
0.112446,,Cell,1,TVC,5,
0.0611497,,Cell,1,TVC,7,
0.0793784,,Cell,1,ATM,8,
0.0559783,,Cell,1,ATM,9,
