
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
2746.04,um^2,Cell,1,ATM,0,
1359.51,um^2,Cell,1,TVC,3,
1094.84,um^2,Cell,1,TVC,4,
1957.43,um^2,Cell,1,TVC,5,
853.888,um^2,Cell,1,TVC,6,
932.417,um^2,Cell,1,TVC,8,
777.265,um^2,Cell,1,TVC,9,
