
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36429.7,78540.3,52.3854,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
36390.5,78573.7,30.1163,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,1,
