
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
36.7617,44.7383,19.0758,um,Surface,BoundingBoxAA Length,1,ATM,2,
30.4883,33.3359,33.9126,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
