
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36284.3,54453.3,196.204,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
36271.9,54387.4,165.956,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
