
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
69.293,32.6563,21.6193,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
22.1484,31.2344,34.7604,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
