
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
48586.3,55062.6,-35.8799,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
48649.8,55079.9,-9.09162,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
