
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
16.9117,um,Surface,1,TVCgroup,0,
65.9168,um,Surface,1,ATMgroup,4,
