
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
11.729,21.2832,98.6719,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
13.1172,30.2686,33.2109,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
