
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.633885,,Nucleus,1,ATM,0,100000000,
0.622696,,Nucleus,1,TVC,6,100000006,
0.612951,,Nucleus,1,TVC,7,100000007,
0.602021,,Nucleus,1,TVC,8,100000008,
0.589344,,Nucleus,1,TVC,9,100000009,
0.643651,,Nucleus,1,TVC,10,100000010,
