
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
2108.03,um^2,Cell,1,TVC,6,
3163.29,um^2,Cell,1,TVC,7,
2608.5,um^2,Cell,1,TVC,8,
2381.61,um^2,Cell,1,TVC,9,
