
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36844.9,27798.4,92.361,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
36851.5,27820.1,75.6795,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
