
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
35190.7,92054.6,80.159,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
35132.8,92082.2,53.8895,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,3,
