
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.36473,um,Nucleus,1,TVC,0,100000000,
1.40646,um,Nucleus,1,TVC,1,100000001,
3.86556,um,Nucleus,1,ATM,2,100000002,
3.84363,um,Nucleus,1,ATM,3,100000003,
2.20404,um,Nucleus,1,TVC,4,100000004,
2.22525,um,Nucleus,1,TVC,5,100000005,
2.49097,um,Nucleus,1,TVC,6,100000006,
