
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
7.53796,um,Cell,1,ATM,0,
9.52672,um,Cell,1,TVC,1,
6.42025,um,Cell,1,TVC,2,
8.69358,um,Cell,1,TVC,3,
8.23278,um,Cell,1,TVC,4,
10.0452,um,Cell,1,TVC,5,
8.68006,um,Cell,1,TVC,6,
